actor,contrast,seed,effect,lower,upper,scenes,discordant,level
qwen,INV_SPARSE_CONTINUE_minus_FREE_SPARSE_CONTINUE|coverage_endpoint,s0,0.015625,-0.109375,0.140625,32,11,0.9875
qwen,INV_SPARSE_CONTINUE_minus_FREE_SPARSE_CONTINUE|coverage_endpoint,s1,0.03125,-0.125,0.1875,32,13,0.9875
qwen,INV_SPARSE_CONTINUE_minus_FREE_SPARSE_CONTINUE|coverage_endpoint,avg,0.0234375,-0.078125,0.1328125,32,15,0.9875
qwen,INV_SPARSE_CONTINUE_minus_FREE_SPARSE_CONTINUE|repeat_restore,s0,0.16249999999999998,0.031249999999999986,0.29375,32,18,0.9875
qwen,INV_SPARSE_CONTINUE_minus_FREE_SPARSE_CONTINUE|repeat_restore,s1,0.25,0.12499999999999999,0.39375,32,16,0.9875
qwen,INV_SPARSE_CONTINUE_minus_FREE_SPARSE_CONTINUE|repeat_restore,avg,0.20625,0.11249999999999999,0.315625,32,20,0.9875
qwen,INV_SPARSE_CONTINUE_minus_FREE_SPARSE_CONTINUE|two_three_edit_harm,s0,0.016927083333333332,-0.031414794921875065,0.061197916666666664,32,27,0.9875
qwen,INV_SPARSE_CONTINUE_minus_FREE_SPARSE_CONTINUE|two_three_edit_harm,s1,0.0283203125,-0.00504760742187507,0.06038614908854178,32,21,0.9875
qwen,INV_SPARSE_CONTINUE_minus_FREE_SPARSE_CONTINUE|two_three_edit_harm,avg,0.022623697916666664,-0.003743489583333332,0.04907328287760423,32,26,0.9875
qwen,INV_SPARSE_CONTINUE_minus_FREE_SPARSE_CONTINUE|multi_program,s0,0.109375,0.023437500000000003,0.19791666666666669,32,27,0.9875
qwen,INV_SPARSE_CONTINUE_minus_FREE_SPARSE_CONTINUE|multi_program,s1,0.15364583333333334,0.07031250000000001,0.25,32,24,0.9875
qwen,INV_SPARSE_CONTINUE_minus_FREE_SPARSE_CONTINUE|multi_program,avg,0.13151041666666669,0.061840820312499704,0.20769042968750046,32,27,0.9875
qwen,INV_SPARSE_CONTINUE_minus_FROZEN_V3_INVARIANT_SET|coverage_endpoint,s0,0.0,0.0,0.0,32,0,0.9875
qwen,INV_SPARSE_CONTINUE_minus_FROZEN_V3_INVARIANT_SET|coverage_endpoint,s1,0.0,0.0,0.0,32,0,0.9875
qwen,INV_SPARSE_CONTINUE_minus_FROZEN_V3_INVARIANT_SET|coverage_endpoint,avg,0.0,0.0,0.0,32,0,0.9875
qwen,INV_SPARSE_CONTINUE_minus_FROZEN_V3_INVARIANT_SET|repeat_restore,s0,0.0,0.0,0.0,32,0,0.9875
qwen,INV_SPARSE_CONTINUE_minus_FROZEN_V3_INVARIANT_SET|repeat_restore,s1,0.0,0.0,0.0,32,0,0.9875
qwen,INV_SPARSE_CONTINUE_minus_FROZEN_V3_INVARIANT_SET|repeat_restore,avg,0.0,0.0,0.0,32,0,0.9875
qwen,INV_SPARSE_CONTINUE_minus_FROZEN_V3_INVARIANT_SET|two_three_edit_harm,s0,0.0,0.0,0.0,32,0,0.9875
qwen,INV_SPARSE_CONTINUE_minus_FROZEN_V3_INVARIANT_SET|two_three_edit_harm,s1,0.0,0.0,0.0,32,0,0.9875
qwen,INV_SPARSE_CONTINUE_minus_FROZEN_V3_INVARIANT_SET|two_three_edit_harm,avg,0.0,0.0,0.0,32,0,0.9875
qwen,INV_SPARSE_CONTINUE_minus_FROZEN_V3_INVARIANT_SET|multi_program,s0,0.0,0.0,0.0,32,0,0.9875
qwen,INV_SPARSE_CONTINUE_minus_FROZEN_V3_INVARIANT_SET|multi_program,s1,0.0,0.0,0.0,32,0,0.9875
qwen,INV_SPARSE_CONTINUE_minus_FROZEN_V3_INVARIANT_SET|multi_program,avg,0.0,0.0,0.0,32,0,0.9875
qwen,INV_COMPLETE_SINGLE_minus_FROZEN_V3_INVARIANT_SET|coverage_endpoint,s0,0.3125,0.109375,0.515625,32,17,0.9875
qwen,INV_COMPLETE_SINGLE_minus_FROZEN_V3_INVARIANT_SET|coverage_endpoint,s1,0.25,0.09375,0.421875,32,14,0.9875
qwen,INV_COMPLETE_SINGLE_minus_FROZEN_V3_INVARIANT_SET|coverage_endpoint,avg,0.28125,0.1328125,0.4375,32,20,0.9875
qwen,INV_COMPLETE_SINGLE_minus_FROZEN_V3_INVARIANT_SET|repeat_restore,s0,0.19375000000000003,0.0375,0.35624999999999996,32,14,0.9875
qwen,INV_COMPLETE_SINGLE_minus_FROZEN_V3_INVARIANT_SET|repeat_restore,s1,0.0125,-0.09375,0.11875,32,8,0.9875
qwen,INV_COMPLETE_SINGLE_minus_FROZEN_V3_INVARIANT_SET|repeat_restore,avg,0.103125,-0.009375,0.21875,32,16,0.9875
qwen,INV_COMPLETE_SINGLE_minus_FROZEN_V3_INVARIANT_SET|two_three_edit_harm,s0,-0.09928385416666666,-0.13834635416666666,-0.05794270833333333,32,26,0.9875
qwen,INV_COMPLETE_SINGLE_minus_FROZEN_V3_INVARIANT_SET|two_three_edit_harm,s1,-0.05859375,-0.09147135416666666,-0.024088541666666664,32,28,0.9875
qwen,INV_COMPLETE_SINGLE_minus_FROZEN_V3_INVARIANT_SET|two_three_edit_harm,avg,-0.07893880208333334,-0.10701599121093754,-0.05110677083333333,32,27,0.9875
qwen,INV_COMPLETE_SINGLE_minus_FROZEN_V3_INVARIANT_SET|multi_program,s0,0.22395833333333331,0.1015625,0.3489583333333333,32,22,0.9875
qwen,INV_COMPLETE_SINGLE_minus_FROZEN_V3_INVARIANT_SET|multi_program,s1,0.09374999999999999,-0.010416666666666676,0.19791666666666666,32,18,0.9875
qwen,INV_COMPLETE_SINGLE_minus_FROZEN_V3_INVARIANT_SET|multi_program,avg,0.15885416666666666,0.057291666666666664,0.26041666666666663,32,26,0.9875
qwen,FREE_SPARSE_CONTINUE_minus_FROZEN_V3_FREE_OVERWRITE|coverage_endpoint,s0,-0.03125,-0.140625,0.078125,32,8,0.9875
qwen,FREE_SPARSE_CONTINUE_minus_FROZEN_V3_FREE_OVERWRITE|coverage_endpoint,s1,0.109375,0.0,0.21875,32,9,0.9875
qwen,FREE_SPARSE_CONTINUE_minus_FROZEN_V3_FREE_OVERWRITE|coverage_endpoint,avg,0.0390625,-0.03125,0.1171875,32,12,0.9875
qwen,FREE_SPARSE_CONTINUE_minus_FROZEN_V3_FREE_OVERWRITE|repeat_restore,s0,-0.018750000000000003,-0.1375,0.1,32,14,0.9875
qwen,FREE_SPARSE_CONTINUE_minus_FROZEN_V3_FREE_OVERWRITE|repeat_restore,s1,0.08125000000000002,-0.00625,0.175,32,14,0.9875
qwen,FREE_SPARSE_CONTINUE_minus_FROZEN_V3_FREE_OVERWRITE|repeat_restore,avg,0.031249999999999993,-0.034375,0.09999999999999999,32,19,0.9875
qwen,FREE_SPARSE_CONTINUE_minus_FROZEN_V3_FREE_OVERWRITE|two_three_edit_harm,s0,-0.05989583333333333,-0.0991231282552084,-0.02018229166666666,32,27,0.9875
qwen,FREE_SPARSE_CONTINUE_minus_FROZEN_V3_FREE_OVERWRITE|two_three_edit_harm,s1,-0.06705729166666666,-0.1137715657552084,-0.024414062499999997,32,25,0.9875
qwen,FREE_SPARSE_CONTINUE_minus_FROZEN_V3_FREE_OVERWRITE|two_three_edit_harm,avg,-0.0634765625,-0.09049479166666666,-0.03629557291666666,32,28,0.9875
qwen,FREE_SPARSE_CONTINUE_minus_FROZEN_V3_FREE_OVERWRITE|multi_program,s0,-0.031249999999999993,-0.09114583333333334,0.026041666666666668,32,17,0.9875
qwen,FREE_SPARSE_CONTINUE_minus_FROZEN_V3_FREE_OVERWRITE|multi_program,s1,0.0859375,0.010416666666666668,0.15625,32,23,0.9875
qwen,FREE_SPARSE_CONTINUE_minus_FROZEN_V3_FREE_OVERWRITE|multi_program,avg,0.027343750000000007,-0.014322916666666664,0.06706542968750048,32,22,0.9875
qwen,FREE_COMPLETE_SINGLE_minus_FROZEN_V3_FREE_OVERWRITE|coverage_endpoint,s0,0.203125,0.046875,0.375,32,16,0.9875
qwen,FREE_COMPLETE_SINGLE_minus_FROZEN_V3_FREE_OVERWRITE|coverage_endpoint,s1,0.375,0.1875,0.5625,32,18,0.9875
qwen,FREE_COMPLETE_SINGLE_minus_FROZEN_V3_FREE_OVERWRITE|coverage_endpoint,avg,0.2890625,0.1484375,0.4375,32,20,0.9875
qwen,FREE_COMPLETE_SINGLE_minus_FROZEN_V3_FREE_OVERWRITE|repeat_restore,s0,0.037500000000000006,-0.11249999999999999,0.19691406250000226,32,20,0.9875
qwen,FREE_COMPLETE_SINGLE_minus_FROZEN_V3_FREE_OVERWRITE|repeat_restore,s1,0.26249999999999996,0.13124999999999998,0.40625,32,18,0.9875
qwen,FREE_COMPLETE_SINGLE_minus_FROZEN_V3_FREE_OVERWRITE|repeat_restore,avg,0.15,0.046874999999999986,0.26249999999999996,32,24,0.9875
qwen,FREE_COMPLETE_SINGLE_minus_FROZEN_V3_FREE_OVERWRITE|two_three_edit_harm,s0,-0.11263020833333333,-0.14973958333333331,-0.0743794759114582,32,30,0.9875
qwen,FREE_COMPLETE_SINGLE_minus_FROZEN_V3_FREE_OVERWRITE|two_three_edit_harm,s1,-0.08365885416666666,-0.12614135742187507,-0.04459635416666666,32,27,0.9875
qwen,FREE_COMPLETE_SINGLE_minus_FROZEN_V3_FREE_OVERWRITE|two_three_edit_harm,avg,-0.09814453125,-0.13118489583333331,-0.06811421712239576,32,29,0.9875
qwen,FREE_COMPLETE_SINGLE_minus_FROZEN_V3_FREE_OVERWRITE|multi_program,s0,0.11197916666666666,0.014306640624999431,0.20833333333333334,32,24,0.9875
qwen,FREE_COMPLETE_SINGLE_minus_FROZEN_V3_FREE_OVERWRITE|multi_program,s1,0.2760416666666667,0.15364583333333331,0.3984375,32,22,0.9875
qwen,FREE_COMPLETE_SINGLE_minus_FROZEN_V3_FREE_OVERWRITE|multi_program,avg,0.19401041666666669,0.11328125,0.27473958333333337,32,28,0.9875
qwen,INV_COMPLETE_SINGLE_minus_CANONICAL_CURRENT|coverage_endpoint,s0,0.0,0.0,0.0,32,0,0.9875
qwen,INV_COMPLETE_SINGLE_minus_CANONICAL_CURRENT|coverage_endpoint,s1,0.0,0.0,0.0,32,0,0.9875
qwen,INV_COMPLETE_SINGLE_minus_CANONICAL_CURRENT|coverage_endpoint,avg,0.0,0.0,0.0,32,0,0.9875
qwen,INV_COMPLETE_SINGLE_minus_CANONICAL_CURRENT|repeat_restore,s0,0.006250000000000002,0.0,0.02500000000000001,32,1,0.9875
qwen,INV_COMPLETE_SINGLE_minus_CANONICAL_CURRENT|repeat_restore,s1,-0.006249999999999999,-0.024999999999999994,0.0,32,1,0.9875
qwen,INV_COMPLETE_SINGLE_minus_CANONICAL_CURRENT|repeat_restore,avg,0.0,-0.012499999999999997,0.012499999999999997,32,2,0.9875
qwen,INV_COMPLETE_SINGLE_minus_CANONICAL_CURRENT|two_three_edit_harm,s0,0.0,0.0,0.0,32,0,0.9875
qwen,INV_COMPLETE_SINGLE_minus_CANONICAL_CURRENT|two_three_edit_harm,s1,0.0,0.0,0.0,32,0,0.9875
qwen,INV_COMPLETE_SINGLE_minus_CANONICAL_CURRENT|two_three_edit_harm,avg,0.0,0.0,0.0,32,0,0.9875
qwen,INV_COMPLETE_SINGLE_minus_CANONICAL_CURRENT|multi_program,s0,0.0026041666666666644,0.0,0.010416666666666657,32,1,0.9875
qwen,INV_COMPLETE_SINGLE_minus_CANONICAL_CURRENT|multi_program,s1,-0.002604166666666668,-0.010416666666666671,0.0,32,1,0.9875
qwen,INV_COMPLETE_SINGLE_minus_CANONICAL_CURRENT|multi_program,avg,-6.938893903907228e-18,-0.005208333333333343,0.005208333333333315,32,2,0.9875
qwen,FREE_COMPLETE_SINGLE_minus_CANONICAL_CURRENT|coverage_endpoint,s0,-0.09375,-0.28125,0.09375,32,18,0.9875
qwen,FREE_COMPLETE_SINGLE_minus_CANONICAL_CURRENT|coverage_endpoint,s1,-0.015625,-0.1875,0.15625,32,16,0.9875
qwen,FREE_COMPLETE_SINGLE_minus_CANONICAL_CURRENT|coverage_endpoint,avg,-0.0546875,-0.171875,0.078125,32,14,0.9875
qwen,FREE_COMPLETE_SINGLE_minus_CANONICAL_CURRENT|repeat_restore,s0,-0.29375,-0.44375,-0.16249999999999998,32,17,0.9875
qwen,FREE_COMPLETE_SINGLE_minus_CANONICAL_CURRENT|repeat_restore,s1,-0.08750000000000001,-0.20941406250000139,0.018750000000000017,32,15,0.9875
qwen,FREE_COMPLETE_SINGLE_minus_CANONICAL_CURRENT|repeat_restore,avg,-0.190625,-0.29375,-0.09375,32,22,0.9875
qwen,FREE_COMPLETE_SINGLE_minus_CANONICAL_CURRENT|two_three_edit_harm,s0,0.029622395833333336,0.005369059244791594,0.05533854166666667,32,19,0.9875
qwen,FREE_COMPLETE_SINGLE_minus_CANONICAL_CURRENT|two_three_edit_harm,s1,0.013671874999999997,-0.020998128255208408,0.04622395833333333,32,21,0.9875
qwen,FREE_COMPLETE_SINGLE_minus_CANONICAL_CURRENT|two_three_edit_harm,avg,0.021647135416666664,0.00024312337239579653,0.04182942708333333,32,27,0.9875
qwen,FREE_COMPLETE_SINGLE_minus_CANONICAL_CURRENT|multi_program,s0,-0.1875,-0.3151041666666667,-0.06770833333333331,32,26,0.9875
qwen,FREE_COMPLETE_SINGLE_minus_CANONICAL_CURRENT|multi_program,s1,-0.05989583333333333,-0.15885416666666669,0.03125,32,22,0.9875
qwen,FREE_COMPLETE_SINGLE_minus_CANONICAL_CURRENT|multi_program,avg,-0.12369791666666667,-0.20572916666666666,-0.040364583333333315,32,28,0.9875
qwen,INV_SPARSE_CONTINUE_minus_CANONICAL_CURRENT|coverage_endpoint,s0,-0.3125,-0.515625,-0.109375,32,17,0.9875
qwen,INV_SPARSE_CONTINUE_minus_CANONICAL_CURRENT|coverage_endpoint,s1,-0.25,-0.421875,-0.09375,32,14,0.9875
qwen,INV_SPARSE_CONTINUE_minus_CANONICAL_CURRENT|coverage_endpoint,avg,-0.28125,-0.4375,-0.1328125,32,20,0.9875
qwen,INV_SPARSE_CONTINUE_minus_CANONICAL_CURRENT|repeat_restore,s0,-0.1875,-0.34375,-0.031249999999999997,32,14,0.9875
qwen,INV_SPARSE_CONTINUE_minus_CANONICAL_CURRENT|repeat_restore,s1,-0.01875,-0.125,0.08750000000000001,32,8,0.9875
qwen,INV_SPARSE_CONTINUE_minus_CANONICAL_CURRENT|repeat_restore,avg,-0.103125,-0.21875,0.009375000000000003,32,16,0.9875
qwen,INV_SPARSE_CONTINUE_minus_CANONICAL_CURRENT|two_three_edit_harm,s0,0.09928385416666666,0.05794270833333333,0.13834635416666666,32,26,0.9875
qwen,INV_SPARSE_CONTINUE_minus_CANONICAL_CURRENT|two_three_edit_harm,s1,0.05859375,0.024088541666666664,0.09147135416666666,32,28,0.9875
qwen,INV_SPARSE_CONTINUE_minus_CANONICAL_CURRENT|two_three_edit_harm,avg,0.07893880208333334,0.05110677083333333,0.10701599121093755,32,27,0.9875
qwen,INV_SPARSE_CONTINUE_minus_CANONICAL_CURRENT|multi_program,s0,-0.22135416666666666,-0.34635416666666663,-0.1015625,32,22,0.9875
qwen,INV_SPARSE_CONTINUE_minus_CANONICAL_CURRENT|multi_program,s1,-0.09635416666666666,-0.203125,0.007812500000000014,32,18,0.9875
qwen,INV_SPARSE_CONTINUE_minus_CANONICAL_CURRENT|multi_program,avg,-0.15885416666666669,-0.25911458333333337,-0.05729166666666667,32,26,0.9875
qwen,FREE_SPARSE_CONTINUE_minus_CANONICAL_CURRENT|coverage_endpoint,s0,-0.328125,-0.53125,-0.125,32,20,0.9875
qwen,FREE_SPARSE_CONTINUE_minus_CANONICAL_CURRENT|coverage_endpoint,s1,-0.28125,-0.484375,-0.078125,32,20,0.9875
qwen,FREE_SPARSE_CONTINUE_minus_CANONICAL_CURRENT|coverage_endpoint,avg,-0.3046875,-0.4609375,-0.15625,32,24,0.9875
qwen,FREE_SPARSE_CONTINUE_minus_CANONICAL_CURRENT|repeat_restore,s0,-0.35,-0.5249999999999999,-0.18125,32,22,0.9875
qwen,FREE_SPARSE_CONTINUE_minus_CANONICAL_CURRENT|repeat_restore,s1,-0.26875,-0.41875,-0.12183593749999772,32,19,0.9875
qwen,FREE_SPARSE_CONTINUE_minus_CANONICAL_CURRENT|repeat_restore,avg,-0.30937499999999996,-0.4359570312500007,-0.184375,32,24,0.9875
qwen,FREE_SPARSE_CONTINUE_minus_CANONICAL_CURRENT|two_three_edit_harm,s0,0.08235677083333333,0.0400390625,0.1251647949218751,32,24,0.9875
qwen,FREE_SPARSE_CONTINUE_minus_CANONICAL_CURRENT|two_three_edit_harm,s1,0.030273437499999993,-0.01058146158854174,0.06754760742187511,32,25,0.9875
qwen,FREE_SPARSE_CONTINUE_minus_CANONICAL_CURRENT|two_three_edit_harm,avg,0.056315104166666664,0.024657185872395793,0.08968098958333333,32,28,0.9875
qwen,FREE_SPARSE_CONTINUE_minus_CANONICAL_CURRENT|multi_program,s0,-0.3307291666666667,-0.4596516927083339,-0.19791666666666669,32,27,0.9875
qwen,FREE_SPARSE_CONTINUE_minus_CANONICAL_CURRENT|multi_program,s1,-0.24999999999999997,-0.3697916666666667,-0.1328125,32,24,0.9875
qwen,FREE_SPARSE_CONTINUE_minus_CANONICAL_CURRENT|multi_program,avg,-0.29036458333333337,-0.3964925130208336,-0.18163248697916617,32,27,0.9875
qwen,INV_SPARSE_CONTINUE_minus_NATURAL_FINAL_WORLD|coverage_endpoint,s0,0.078125,-0.0625,0.21875,32,9,0.9875
qwen,INV_SPARSE_CONTINUE_minus_NATURAL_FINAL_WORLD|coverage_endpoint,s1,0.171875,0.03125,0.3125,32,14,0.9875
qwen,INV_SPARSE_CONTINUE_minus_TEXT_CORRECTION_SEQ|coverage_endpoint,s0,0.15625,0.046875,0.296875,32,8,0.9875
qwen,INV_SPARSE_CONTINUE_minus_TEXT_CORRECTION_SEQ|coverage_endpoint,s1,0.25,0.125,0.390625,32,14,0.9875
qwen,INV_COMPLETE_SINGLE_minus_NATURAL_FINAL_WORLD|coverage_endpoint,s0,0.390625,0.21875,0.578125,32,17,0.9875
qwen,INV_COMPLETE_SINGLE_minus_NATURAL_FINAL_WORLD|coverage_endpoint,s1,0.421875,0.234375,0.609375,32,18,0.9875
qwen,INV_COMPLETE_SINGLE_minus_TEXT_CORRECTION_SEQ|coverage_endpoint,s0,0.46875,0.28125,0.65625,32,19,0.9875
qwen,INV_COMPLETE_SINGLE_minus_TEXT_CORRECTION_SEQ|coverage_endpoint,s1,0.5,0.3125,0.6875,32,21,0.9875
qwen,FREE_SPARSE_CONTINUE_minus_NATURAL_FINAL_WORLD|coverage_endpoint,s0,0.0625,-0.046875,0.171875,32,8,0.9875
qwen,FREE_SPARSE_CONTINUE_minus_NATURAL_FINAL_WORLD|coverage_endpoint,s1,0.140625,-0.007910156250003464,0.3125,32,13,0.9875
qwen,FREE_SPARSE_CONTINUE_minus_TEXT_CORRECTION_SEQ|coverage_endpoint,s0,0.140625,0.046875,0.234375,32,9,0.9875
qwen,FREE_SPARSE_CONTINUE_minus_TEXT_CORRECTION_SEQ|coverage_endpoint,s1,0.21875,0.09375,0.359375,32,12,0.9875
qwen,FREE_COMPLETE_SINGLE_minus_NATURAL_FINAL_WORLD|coverage_endpoint,s0,0.296875,0.15625,0.453125,32,15,0.9875
qwen,FREE_COMPLETE_SINGLE_minus_NATURAL_FINAL_WORLD|coverage_endpoint,s1,0.40625,0.234375,0.59375,32,18,0.9875
qwen,FREE_COMPLETE_SINGLE_minus_TEXT_CORRECTION_SEQ|coverage_endpoint,s0,0.375,0.234375,0.53125,32,19,0.9875
qwen,FREE_COMPLETE_SINGLE_minus_TEXT_CORRECTION_SEQ|coverage_endpoint,s1,0.484375,0.296875,0.671875,32,20,0.9875
qwen,FROZEN_V3_INVARIANT_SET_minus_NATURAL_FINAL_WORLD|coverage_endpoint,s0,0.078125,-0.0625,0.21875,32,9,0.9875
qwen,FROZEN_V3_INVARIANT_SET_minus_NATURAL_FINAL_WORLD|coverage_endpoint,s1,0.171875,0.03125,0.3125,32,14,0.9875
qwen,FROZEN_V3_INVARIANT_SET_minus_TEXT_CORRECTION_SEQ|coverage_endpoint,s0,0.15625,0.046875,0.296875,32,8,0.9875
qwen,FROZEN_V3_INVARIANT_SET_minus_TEXT_CORRECTION_SEQ|coverage_endpoint,s1,0.25,0.125,0.390625,32,14,0.9875
qwen,FROZEN_V3_FREE_OVERWRITE_minus_NATURAL_FINAL_WORLD|coverage_endpoint,s0,0.09375,-0.015625,0.203125,32,10,0.9875
qwen,FROZEN_V3_FREE_OVERWRITE_minus_NATURAL_FINAL_WORLD|coverage_endpoint,s1,0.03125,-0.078125,0.1875,32,6,0.9875
qwen,FROZEN_V3_FREE_OVERWRITE_minus_TEXT_CORRECTION_SEQ|coverage_endpoint,s0,0.171875,0.0625,0.296875,32,10,0.9875
qwen,FROZEN_V3_FREE_OVERWRITE_minus_TEXT_CORRECTION_SEQ|coverage_endpoint,s1,0.109375,0.015625,0.25,32,5,0.9875
qwen,CANONICAL_CURRENT_minus_NATURAL_FINAL_WORLD|coverage_endpoint,s0,0.390625,0.21875,0.578125,32,17,0.9875
qwen,CANONICAL_CURRENT_minus_NATURAL_FINAL_WORLD|coverage_endpoint,s1,0.421875,0.234375,0.609375,32,18,0.9875
qwen,CANONICAL_CURRENT_minus_TEXT_CORRECTION_SEQ|coverage_endpoint,s0,0.46875,0.28125,0.65625,32,19,0.9875
qwen,CANONICAL_CURRENT_minus_TEXT_CORRECTION_SEQ|coverage_endpoint,s1,0.5,0.3125,0.6875,32,21,0.9875
