actor,condition,scene_id,panel,questions,valid,correct,accuracy,all_correct,disagreement
gemma,FREE_PAIR_CONSISTENCY_s1,UPDATE_COMPARISON-ORIGIN-0028-origin0,ORIGIN,34,34,34,1.0,1,0
gemma,FREE_PAIR_CONSISTENCY_s1,UPDATE_COMPARISON-ORIGIN-0028-origin1,ORIGIN,34,34,34,1.0,1,10
gemma,FREE_PAIR_CONSISTENCY_s1,UPDATE_COMPARISON-ORIGIN-0028-origin2,ORIGIN,34,34,34,1.0,1,20
gemma,FREE_PAIR_CONSISTENCY_s1,UPDATE_COMPARISON-ORIGIN-0028-origin3,ORIGIN,34,34,34,1.0,1,22
gemma,FREE_PAIR_CONSISTENCY_s1,UPDATE_COMPARISON-ORIGIN-0029-origin0,ORIGIN,34,34,34,1.0,1,0
gemma,FREE_PAIR_CONSISTENCY_s1,UPDATE_COMPARISON-ORIGIN-0029-origin1,ORIGIN,34,34,32,0.9411764705882353,0,2
gemma,FREE_PAIR_CONSISTENCY_s1,UPDATE_COMPARISON-ORIGIN-0029-origin2,ORIGIN,34,34,34,1.0,1,27
gemma,FREE_PAIR_CONSISTENCY_s1,UPDATE_COMPARISON-ORIGIN-0029-origin3,ORIGIN,34,34,33,0.9705882352941176,0,25
gemma,FREE_PAIR_CONSISTENCY_s1,UPDATE_COMPARISON-ORIGIN-0030-origin0,ORIGIN,34,34,34,1.0,1,0
gemma,FREE_PAIR_CONSISTENCY_s1,UPDATE_COMPARISON-ORIGIN-0030-origin1,ORIGIN,34,34,34,1.0,1,12
gemma,FREE_PAIR_CONSISTENCY_s1,UPDATE_COMPARISON-ORIGIN-0030-origin2,ORIGIN,34,34,34,1.0,1,19
gemma,FREE_PAIR_CONSISTENCY_s1,UPDATE_COMPARISON-ORIGIN-0030-origin3,ORIGIN,34,34,34,1.0,1,25
gemma,FREE_PAIR_CONSISTENCY_s1,UPDATE_COMPARISON-ORIGIN-0031-origin0,ORIGIN,34,34,34,1.0,1,0
gemma,FREE_PAIR_CONSISTENCY_s1,UPDATE_COMPARISON-ORIGIN-0031-origin1,ORIGIN,34,34,34,1.0,1,10
gemma,FREE_PAIR_CONSISTENCY_s1,UPDATE_COMPARISON-ORIGIN-0031-origin2,ORIGIN,34,34,34,1.0,1,23
gemma,FREE_PAIR_CONSISTENCY_s1,UPDATE_COMPARISON-ORIGIN-0031-origin3,ORIGIN,34,34,34,1.0,1,22
gemma,FREE_PAIR_CONSISTENCY_s1,UPDATE_COMPARISON-ORIGIN-0032-origin0,ORIGIN,34,34,34,1.0,1,1
gemma,FREE_PAIR_CONSISTENCY_s1,UPDATE_COMPARISON-ORIGIN-0032-origin1,ORIGIN,34,34,34,1.0,1,13
gemma,FREE_PAIR_CONSISTENCY_s1,UPDATE_COMPARISON-ORIGIN-0032-origin2,ORIGIN,34,34,34,1.0,1,16
gemma,FREE_PAIR_CONSISTENCY_s1,UPDATE_COMPARISON-ORIGIN-0032-origin3,ORIGIN,34,34,34,1.0,1,22
gemma,FREE_PAIR_CONSISTENCY_s1,UPDATE_COMPARISON-ORIGIN-0033-origin0,ORIGIN,34,34,34,1.0,1,2
gemma,FREE_PAIR_CONSISTENCY_s1,UPDATE_COMPARISON-ORIGIN-0033-origin1,ORIGIN,34,34,34,1.0,1,12
gemma,FREE_PAIR_CONSISTENCY_s1,UPDATE_COMPARISON-ORIGIN-0033-origin2,ORIGIN,34,34,34,1.0,1,16
gemma,FREE_PAIR_CONSISTENCY_s1,UPDATE_COMPARISON-ORIGIN-0033-origin3,ORIGIN,34,34,34,1.0,1,22
gemma,FREE_PAIR_CONSISTENCY_s1,UPDATE_COMPARISON-ORIGIN-0034-origin0,ORIGIN,34,34,34,1.0,1,0
gemma,FREE_PAIR_CONSISTENCY_s1,UPDATE_COMPARISON-ORIGIN-0034-origin1,ORIGIN,34,34,34,1.0,1,5
gemma,FREE_PAIR_CONSISTENCY_s1,UPDATE_COMPARISON-ORIGIN-0034-origin2,ORIGIN,34,34,34,1.0,1,16
gemma,FREE_PAIR_CONSISTENCY_s1,UPDATE_COMPARISON-ORIGIN-0034-origin3,ORIGIN,34,34,34,1.0,1,19
gemma,FREE_PAIR_CONSISTENCY_s1,UPDATE_COMPARISON-ORIGIN-0035-origin0,ORIGIN,34,34,31,0.9117647058823529,0,6
gemma,FREE_PAIR_CONSISTENCY_s1,UPDATE_COMPARISON-ORIGIN-0035-origin1,ORIGIN,34,34,31,0.9117647058823529,0,11
gemma,FREE_PAIR_CONSISTENCY_s1,UPDATE_COMPARISON-ORIGIN-0035-origin2,ORIGIN,34,34,32,0.9411764705882353,0,13
gemma,FREE_PAIR_CONSISTENCY_s1,UPDATE_COMPARISON-ORIGIN-0035-origin3,ORIGIN,34,34,32,0.9411764705882353,0,20
gemma,FREE_PAIR_CONSISTENCY_s1,UPDATE_COMPARISON-ORIGIN-0036-origin0,ORIGIN,34,34,30,0.8823529411764706,0,7
gemma,FREE_PAIR_CONSISTENCY_s1,UPDATE_COMPARISON-ORIGIN-0036-origin1,ORIGIN,34,34,31,0.9117647058823529,0,9
gemma,FREE_PAIR_CONSISTENCY_s1,UPDATE_COMPARISON-ORIGIN-0036-origin2,ORIGIN,34,34,30,0.8823529411764706,0,14
gemma,FREE_PAIR_CONSISTENCY_s1,UPDATE_COMPARISON-ORIGIN-0036-origin3,ORIGIN,34,34,30,0.8823529411764706,0,17
gemma,FREE_PAIR_CONSISTENCY_s1,UPDATE_COMPARISON-ORIGIN-0037-origin0,ORIGIN,34,34,31,0.9117647058823529,0,6
gemma,FREE_PAIR_CONSISTENCY_s1,UPDATE_COMPARISON-ORIGIN-0037-origin1,ORIGIN,34,34,34,1.0,1,11
gemma,FREE_PAIR_CONSISTENCY_s1,UPDATE_COMPARISON-ORIGIN-0037-origin2,ORIGIN,34,34,30,0.8823529411764706,0,15
gemma,FREE_PAIR_CONSISTENCY_s1,UPDATE_COMPARISON-ORIGIN-0037-origin3,ORIGIN,34,34,31,0.9117647058823529,0,19
gemma,FREE_PAIR_CONSISTENCY_s1,UPDATE_COMPARISON-ORIGIN-0038-origin0,ORIGIN,34,34,34,1.0,1,4
gemma,FREE_PAIR_CONSISTENCY_s1,UPDATE_COMPARISON-ORIGIN-0038-origin1,ORIGIN,34,34,30,0.8823529411764706,0,9
gemma,FREE_PAIR_CONSISTENCY_s1,UPDATE_COMPARISON-ORIGIN-0038-origin2,ORIGIN,34,34,32,0.9411764705882353,0,17
gemma,FREE_PAIR_CONSISTENCY_s1,UPDATE_COMPARISON-ORIGIN-0038-origin3,ORIGIN,34,34,32,0.9411764705882353,0,18
gemma,FREE_PAIR_CONSISTENCY_s1,UPDATE_COMPARISON-ORIGIN-0039-origin0,ORIGIN,34,34,32,0.9411764705882353,0,4
gemma,FREE_PAIR_CONSISTENCY_s1,UPDATE_COMPARISON-ORIGIN-0039-origin1,ORIGIN,34,34,32,0.9411764705882353,0,9
gemma,FREE_PAIR_CONSISTENCY_s1,UPDATE_COMPARISON-ORIGIN-0039-origin2,ORIGIN,34,34,32,0.9411764705882353,0,16
gemma,FREE_PAIR_CONSISTENCY_s1,UPDATE_COMPARISON-ORIGIN-0039-origin3,ORIGIN,34,34,32,0.9411764705882353,0,16
gemma,FREE_PAIR_CONSISTENCY_s1,UPDATE_COMPARISON-ORIGIN-0040-origin0,ORIGIN,34,34,34,1.0,1,2
gemma,FREE_PAIR_CONSISTENCY_s1,UPDATE_COMPARISON-ORIGIN-0040-origin1,ORIGIN,34,34,34,1.0,1,8
gemma,FREE_PAIR_CONSISTENCY_s1,UPDATE_COMPARISON-ORIGIN-0040-origin2,ORIGIN,34,34,33,0.9705882352941176,0,17
gemma,FREE_PAIR_CONSISTENCY_s1,UPDATE_COMPARISON-ORIGIN-0040-origin3,ORIGIN,34,34,34,1.0,1,12
gemma,FREE_PAIR_CONSISTENCY_s1,UPDATE_COMPARISON-ORIGIN-0041-origin0,ORIGIN,34,34,34,1.0,1,4
gemma,FREE_PAIR_CONSISTENCY_s1,UPDATE_COMPARISON-ORIGIN-0041-origin1,ORIGIN,34,34,34,1.0,1,12
gemma,FREE_PAIR_CONSISTENCY_s1,UPDATE_COMPARISON-ORIGIN-0041-origin2,ORIGIN,34,34,34,1.0,1,13
gemma,FREE_PAIR_CONSISTENCY_s1,UPDATE_COMPARISON-ORIGIN-0041-origin3,ORIGIN,34,34,33,0.9705882352941176,0,15
gemma,FREE_PAIR_CONSISTENCY_s1,UPDATE_COMPARISON-ORIGIN-0042-origin0,ORIGIN,34,34,34,1.0,1,2
gemma,FREE_PAIR_CONSISTENCY_s1,UPDATE_COMPARISON-ORIGIN-0042-origin1,ORIGIN,34,34,34,1.0,1,12
gemma,FREE_PAIR_CONSISTENCY_s1,UPDATE_COMPARISON-ORIGIN-0042-origin2,ORIGIN,34,34,32,0.9411764705882353,0,10
gemma,FREE_PAIR_CONSISTENCY_s1,UPDATE_COMPARISON-ORIGIN-0042-origin3,ORIGIN,34,34,33,0.9705882352941176,0,15
gemma,FREE_PAIR_CONSISTENCY_s1,UPDATE_COMPARISON-ORIGIN-0043-origin0,ORIGIN,34,34,34,1.0,1,0
gemma,FREE_PAIR_CONSISTENCY_s1,UPDATE_COMPARISON-ORIGIN-0043-origin1,ORIGIN,34,34,34,1.0,1,6
gemma,FREE_PAIR_CONSISTENCY_s1,UPDATE_COMPARISON-ORIGIN-0043-origin2,ORIGIN,34,34,34,1.0,1,13
gemma,FREE_PAIR_CONSISTENCY_s1,UPDATE_COMPARISON-ORIGIN-0043-origin3,ORIGIN,34,34,34,1.0,1,15
gemma,FREE_PAIR_CONSISTENCY_s1,UPDATE_COMPARISON-ORIGIN-0044-origin0,ORIGIN,34,34,34,1.0,1,4
gemma,FREE_PAIR_CONSISTENCY_s1,UPDATE_COMPARISON-ORIGIN-0044-origin1,ORIGIN,34,34,32,0.9411764705882353,0,10
gemma,FREE_PAIR_CONSISTENCY_s1,UPDATE_COMPARISON-ORIGIN-0044-origin2,ORIGIN,34,34,34,1.0,1,14
gemma,FREE_PAIR_CONSISTENCY_s1,UPDATE_COMPARISON-ORIGIN-0044-origin3,ORIGIN,34,34,34,1.0,1,18
gemma,FREE_PAIR_CONSISTENCY_s1,UPDATE_COMPARISON-ORIGIN-0045-origin0,ORIGIN,34,34,34,1.0,1,0
gemma,FREE_PAIR_CONSISTENCY_s1,UPDATE_COMPARISON-ORIGIN-0045-origin1,ORIGIN,34,34,34,1.0,1,7
gemma,FREE_PAIR_CONSISTENCY_s1,UPDATE_COMPARISON-ORIGIN-0045-origin2,ORIGIN,34,34,34,1.0,1,11
gemma,FREE_PAIR_CONSISTENCY_s1,UPDATE_COMPARISON-ORIGIN-0045-origin3,ORIGIN,34,34,33,0.9705882352941176,0,17
gemma,FREE_PAIR_CONSISTENCY_s1,UPDATE_COMPARISON-ORIGIN-0046-origin0,ORIGIN,34,34,34,1.0,1,2
gemma,FREE_PAIR_CONSISTENCY_s1,UPDATE_COMPARISON-ORIGIN-0046-origin1,ORIGIN,34,34,34,1.0,1,10
gemma,FREE_PAIR_CONSISTENCY_s1,UPDATE_COMPARISON-ORIGIN-0046-origin2,ORIGIN,34,34,34,1.0,1,14
gemma,FREE_PAIR_CONSISTENCY_s1,UPDATE_COMPARISON-ORIGIN-0046-origin3,ORIGIN,34,34,34,1.0,1,20
gemma,FREE_PAIR_CONSISTENCY_s1,UPDATE_COMPARISON-ORIGIN-0047-origin0,ORIGIN,34,34,29,0.8529411764705882,0,4
gemma,FREE_PAIR_CONSISTENCY_s1,UPDATE_COMPARISON-ORIGIN-0047-origin1,ORIGIN,34,34,28,0.8235294117647058,0,11
gemma,FREE_PAIR_CONSISTENCY_s1,UPDATE_COMPARISON-ORIGIN-0047-origin2,ORIGIN,34,34,32,0.9411764705882353,0,14
gemma,FREE_PAIR_CONSISTENCY_s1,UPDATE_COMPARISON-ORIGIN-0047-origin3,ORIGIN,34,34,31,0.9117647058823529,0,15
gemma,FREE_PAIR_CONSISTENCY_s1,UPDATE_COMPARISON-ORIGIN-0048-origin0,ORIGIN,34,34,29,0.8529411764705882,0,4
gemma,FREE_PAIR_CONSISTENCY_s1,UPDATE_COMPARISON-ORIGIN-0048-origin1,ORIGIN,34,34,32,0.9411764705882353,0,12
gemma,FREE_PAIR_CONSISTENCY_s1,UPDATE_COMPARISON-ORIGIN-0048-origin2,ORIGIN,34,34,32,0.9411764705882353,0,12
gemma,FREE_PAIR_CONSISTENCY_s1,UPDATE_COMPARISON-ORIGIN-0048-origin3,ORIGIN,34,34,32,0.9411764705882353,0,17
gemma,FREE_PAIR_CONSISTENCY_s1,UPDATE_COMPARISON-ORIGIN-0049-origin0,ORIGIN,34,34,33,0.9705882352941176,0,2
gemma,FREE_PAIR_CONSISTENCY_s1,UPDATE_COMPARISON-ORIGIN-0049-origin1,ORIGIN,34,34,32,0.9411764705882353,0,6
gemma,FREE_PAIR_CONSISTENCY_s1,UPDATE_COMPARISON-ORIGIN-0049-origin2,ORIGIN,34,34,31,0.9117647058823529,0,14
gemma,FREE_PAIR_CONSISTENCY_s1,UPDATE_COMPARISON-ORIGIN-0049-origin3,ORIGIN,34,34,31,0.9117647058823529,0,17
gemma,FREE_PAIR_CONSISTENCY_s1,UPDATE_COMPARISON-ORIGIN-0050-origin0,ORIGIN,34,34,34,1.0,1,5
gemma,FREE_PAIR_CONSISTENCY_s1,UPDATE_COMPARISON-ORIGIN-0050-origin1,ORIGIN,34,34,34,1.0,1,11
gemma,FREE_PAIR_CONSISTENCY_s1,UPDATE_COMPARISON-ORIGIN-0050-origin2,ORIGIN,34,34,34,1.0,1,12
gemma,FREE_PAIR_CONSISTENCY_s1,UPDATE_COMPARISON-ORIGIN-0050-origin3,ORIGIN,34,34,34,1.0,1,16
gemma,FREE_PAIR_CONSISTENCY_s1,UPDATE_COMPARISON-ORIGIN-0051-origin0,ORIGIN,34,34,32,0.9411764705882353,0,2
gemma,FREE_PAIR_CONSISTENCY_s1,UPDATE_COMPARISON-ORIGIN-0051-origin1,ORIGIN,34,34,31,0.9117647058823529,0,10
gemma,FREE_PAIR_CONSISTENCY_s1,UPDATE_COMPARISON-ORIGIN-0051-origin2,ORIGIN,34,34,31,0.9117647058823529,0,10
gemma,FREE_PAIR_CONSISTENCY_s1,UPDATE_COMPARISON-ORIGIN-0051-origin3,ORIGIN,34,34,30,0.8823529411764706,0,14
gemma,FREE_PAIR_CONSISTENCY_s1,UPDATE_COMPARISON-ORIGIN-0052-origin0,ORIGIN,34,34,28,0.8235294117647058,0,2
gemma,FREE_PAIR_CONSISTENCY_s1,UPDATE_COMPARISON-ORIGIN-0052-origin1,ORIGIN,34,34,27,0.7941176470588235,0,9
gemma,FREE_PAIR_CONSISTENCY_s1,UPDATE_COMPARISON-ORIGIN-0052-origin2,ORIGIN,34,34,34,1.0,1,14
gemma,FREE_PAIR_CONSISTENCY_s1,UPDATE_COMPARISON-ORIGIN-0052-origin3,ORIGIN,34,34,34,1.0,1,17
gemma,FREE_PAIR_CONSISTENCY_s1,UPDATE_COMPARISON-ORIGIN-0053-origin0,ORIGIN,34,34,34,1.0,1,4
gemma,FREE_PAIR_CONSISTENCY_s1,UPDATE_COMPARISON-ORIGIN-0053-origin1,ORIGIN,34,34,32,0.9411764705882353,0,12
gemma,FREE_PAIR_CONSISTENCY_s1,UPDATE_COMPARISON-ORIGIN-0053-origin2,ORIGIN,34,34,33,0.9705882352941176,0,12
gemma,FREE_PAIR_CONSISTENCY_s1,UPDATE_COMPARISON-ORIGIN-0053-origin3,ORIGIN,34,34,32,0.9411764705882353,0,15
gemma,FREE_PAIR_CONSISTENCY_s1,UPDATE_COMPARISON-ORIGIN-0054-origin0,ORIGIN,34,34,33,0.9705882352941176,0,3
gemma,FREE_PAIR_CONSISTENCY_s1,UPDATE_COMPARISON-ORIGIN-0054-origin1,ORIGIN,34,34,33,0.9705882352941176,0,10
gemma,FREE_PAIR_CONSISTENCY_s1,UPDATE_COMPARISON-ORIGIN-0054-origin2,ORIGIN,34,34,32,0.9411764705882353,0,16
gemma,FREE_PAIR_CONSISTENCY_s1,UPDATE_COMPARISON-ORIGIN-0054-origin3,ORIGIN,34,34,32,0.9411764705882353,0,14
gemma,FREE_PAIR_CONSISTENCY_s1,UPDATE_COMPARISON-ORIGIN-0055-origin0,ORIGIN,34,34,34,1.0,1,3
gemma,FREE_PAIR_CONSISTENCY_s1,UPDATE_COMPARISON-ORIGIN-0055-origin1,ORIGIN,34,34,34,1.0,1,8
gemma,FREE_PAIR_CONSISTENCY_s1,UPDATE_COMPARISON-ORIGIN-0055-origin2,ORIGIN,34,34,34,1.0,1,13
gemma,FREE_PAIR_CONSISTENCY_s1,UPDATE_COMPARISON-ORIGIN-0055-origin3,ORIGIN,34,34,34,1.0,1,14
gemma,FREE_PAIR_CONSISTENCY_s1,UPDATE_COMPARISON-ORIGIN-0056-origin0,ORIGIN,34,34,34,1.0,1,0
gemma,FREE_PAIR_CONSISTENCY_s1,UPDATE_COMPARISON-ORIGIN-0056-origin1,ORIGIN,34,34,34,1.0,1,11
gemma,FREE_PAIR_CONSISTENCY_s1,UPDATE_COMPARISON-ORIGIN-0056-origin2,ORIGIN,34,34,34,1.0,1,16
gemma,FREE_PAIR_CONSISTENCY_s1,UPDATE_COMPARISON-ORIGIN-0056-origin3,ORIGIN,34,34,34,1.0,1,16
gemma,FREE_PAIR_CONSISTENCY_s1,UPDATE_COMPARISON-ORIGIN-0057-origin0,ORIGIN,34,34,27,0.7941176470588235,0,9
gemma,FREE_PAIR_CONSISTENCY_s1,UPDATE_COMPARISON-ORIGIN-0057-origin1,ORIGIN,34,34,26,0.7647058823529411,0,16
gemma,FREE_PAIR_CONSISTENCY_s1,UPDATE_COMPARISON-ORIGIN-0057-origin2,ORIGIN,34,34,34,1.0,1,18
gemma,FREE_PAIR_CONSISTENCY_s1,UPDATE_COMPARISON-ORIGIN-0057-origin3,ORIGIN,34,34,33,0.9705882352941176,0,21
gemma,FREE_PAIR_CONSISTENCY_s1,UPDATE_COMPARISON-ORIGIN-0058-origin0,ORIGIN,34,34,34,1.0,1,1
gemma,FREE_PAIR_CONSISTENCY_s1,UPDATE_COMPARISON-ORIGIN-0058-origin1,ORIGIN,34,34,34,1.0,1,10
gemma,FREE_PAIR_CONSISTENCY_s1,UPDATE_COMPARISON-ORIGIN-0058-origin2,ORIGIN,34,34,34,1.0,1,16
gemma,FREE_PAIR_CONSISTENCY_s1,UPDATE_COMPARISON-ORIGIN-0058-origin3,ORIGIN,34,34,34,1.0,1,18
gemma,FREE_PAIR_CONSISTENCY_s1,UPDATE_COMPARISON-ORIGIN-0059-origin0,ORIGIN,34,34,34,1.0,1,0
gemma,FREE_PAIR_CONSISTENCY_s1,UPDATE_COMPARISON-ORIGIN-0059-origin1,ORIGIN,34,34,34,1.0,1,3
gemma,FREE_PAIR_CONSISTENCY_s1,UPDATE_COMPARISON-ORIGIN-0059-origin2,ORIGIN,34,34,33,0.9705882352941176,0,15
gemma,FREE_PAIR_CONSISTENCY_s1,UPDATE_COMPARISON-ORIGIN-0059-origin3,ORIGIN,34,34,32,0.9411764705882353,0,10
gemma,FREE_PAIR_CONSISTENCY_s1,UPDATE_COMPARISON-ORIGIN-0060-origin0,ORIGIN,34,34,30,0.8823529411764706,0,4
gemma,FREE_PAIR_CONSISTENCY_s1,UPDATE_COMPARISON-ORIGIN-0060-origin1,ORIGIN,34,34,30,0.8823529411764706,0,10
gemma,FREE_PAIR_CONSISTENCY_s1,UPDATE_COMPARISON-ORIGIN-0060-origin2,ORIGIN,34,34,34,1.0,1,18
gemma,FREE_PAIR_CONSISTENCY_s1,UPDATE_COMPARISON-ORIGIN-0060-origin3,ORIGIN,34,34,34,1.0,1,23
gemma,FREE_PAIR_CONSISTENCY_s1,UPDATE_COMPARISON-ORIGIN-0061-origin0,ORIGIN,34,34,34,1.0,1,0
gemma,FREE_PAIR_CONSISTENCY_s1,UPDATE_COMPARISON-ORIGIN-0061-origin1,ORIGIN,34,34,34,1.0,1,11
gemma,FREE_PAIR_CONSISTENCY_s1,UPDATE_COMPARISON-ORIGIN-0061-origin2,ORIGIN,34,34,34,1.0,1,26
gemma,FREE_PAIR_CONSISTENCY_s1,UPDATE_COMPARISON-ORIGIN-0061-origin3,ORIGIN,34,34,34,1.0,1,20
gemma,FREE_PAIR_CONSISTENCY_s1,UPDATE_COMPARISON-ORIGIN-0062-origin0,ORIGIN,34,34,34,1.0,1,0
gemma,FREE_PAIR_CONSISTENCY_s1,UPDATE_COMPARISON-ORIGIN-0062-origin1,ORIGIN,34,34,34,1.0,1,12
gemma,FREE_PAIR_CONSISTENCY_s1,UPDATE_COMPARISON-ORIGIN-0062-origin2,ORIGIN,34,34,34,1.0,1,24
gemma,FREE_PAIR_CONSISTENCY_s1,UPDATE_COMPARISON-ORIGIN-0062-origin3,ORIGIN,34,34,34,1.0,1,22
gemma,FREE_PAIR_CONSISTENCY_s1,UPDATE_COMPARISON-ORIGIN-0063-origin0,ORIGIN,34,34,34,1.0,1,1
gemma,FREE_PAIR_CONSISTENCY_s1,UPDATE_COMPARISON-ORIGIN-0063-origin1,ORIGIN,34,34,34,1.0,1,4
gemma,FREE_PAIR_CONSISTENCY_s1,UPDATE_COMPARISON-ORIGIN-0063-origin2,ORIGIN,34,34,34,1.0,1,20
gemma,FREE_PAIR_CONSISTENCY_s1,UPDATE_COMPARISON-ORIGIN-0063-origin3,ORIGIN,34,34,34,1.0,1,22
gemma,INV_PAIR_NLL_s0,UPDATE_COMPARISON-ORIGIN-0000-origin0,ORIGIN,34,34,34,1.0,1,3
gemma,INV_PAIR_NLL_s0,UPDATE_COMPARISON-ORIGIN-0000-origin1,ORIGIN,34,34,34,1.0,1,13
gemma,INV_PAIR_NLL_s0,UPDATE_COMPARISON-ORIGIN-0000-origin2,ORIGIN,34,34,34,1.0,1,18
gemma,INV_PAIR_NLL_s0,UPDATE_COMPARISON-ORIGIN-0000-origin3,ORIGIN,34,34,32,0.9411764705882353,0,20
gemma,INV_PAIR_NLL_s0,UPDATE_COMPARISON-ORIGIN-0001-origin0,ORIGIN,34,34,34,1.0,1,4
gemma,INV_PAIR_NLL_s0,UPDATE_COMPARISON-ORIGIN-0001-origin1,ORIGIN,34,34,34,1.0,1,12
gemma,INV_PAIR_NLL_s0,UPDATE_COMPARISON-ORIGIN-0001-origin2,ORIGIN,34,34,34,1.0,1,20
gemma,INV_PAIR_NLL_s0,UPDATE_COMPARISON-ORIGIN-0001-origin3,ORIGIN,34,34,34,1.0,1,22
gemma,INV_PAIR_NLL_s0,UPDATE_COMPARISON-ORIGIN-0002-origin0,ORIGIN,34,34,34,1.0,1,0
gemma,INV_PAIR_NLL_s0,UPDATE_COMPARISON-ORIGIN-0002-origin1,ORIGIN,34,34,34,1.0,1,11
gemma,INV_PAIR_NLL_s0,UPDATE_COMPARISON-ORIGIN-0002-origin2,ORIGIN,34,34,34,1.0,1,18
gemma,INV_PAIR_NLL_s0,UPDATE_COMPARISON-ORIGIN-0002-origin3,ORIGIN,34,34,34,1.0,1,18
gemma,INV_PAIR_NLL_s0,UPDATE_COMPARISON-ORIGIN-0003-origin0,ORIGIN,34,34,34,1.0,1,6
gemma,INV_PAIR_NLL_s0,UPDATE_COMPARISON-ORIGIN-0003-origin1,ORIGIN,34,34,34,1.0,1,7
gemma,INV_PAIR_NLL_s0,UPDATE_COMPARISON-ORIGIN-0003-origin2,ORIGIN,34,34,34,1.0,1,15
gemma,INV_PAIR_NLL_s0,UPDATE_COMPARISON-ORIGIN-0003-origin3,ORIGIN,34,34,34,1.0,1,15
gemma,INV_PAIR_NLL_s0,UPDATE_COMPARISON-ORIGIN-0004-origin0,ORIGIN,34,34,34,1.0,1,3
gemma,INV_PAIR_NLL_s0,UPDATE_COMPARISON-ORIGIN-0004-origin1,ORIGIN,34,34,32,0.9411764705882353,0,9
gemma,INV_PAIR_NLL_s0,UPDATE_COMPARISON-ORIGIN-0004-origin2,ORIGIN,34,34,32,0.9411764705882353,0,14
gemma,INV_PAIR_NLL_s0,UPDATE_COMPARISON-ORIGIN-0004-origin3,ORIGIN,34,34,34,1.0,1,16
gemma,INV_PAIR_NLL_s0,UPDATE_COMPARISON-ORIGIN-0005-origin0,ORIGIN,34,34,32,0.9411764705882353,0,9
gemma,INV_PAIR_NLL_s0,UPDATE_COMPARISON-ORIGIN-0005-origin1,ORIGIN,34,34,32,0.9411764705882353,0,9
gemma,INV_PAIR_NLL_s0,UPDATE_COMPARISON-ORIGIN-0005-origin2,ORIGIN,34,34,34,1.0,1,14
gemma,INV_PAIR_NLL_s0,UPDATE_COMPARISON-ORIGIN-0005-origin3,ORIGIN,34,34,34,1.0,1,12
gemma,INV_PAIR_NLL_s0,UPDATE_COMPARISON-ORIGIN-0006-origin0,ORIGIN,34,34,34,1.0,1,0
gemma,INV_PAIR_NLL_s0,UPDATE_COMPARISON-ORIGIN-0006-origin1,ORIGIN,34,34,34,1.0,1,7
gemma,INV_PAIR_NLL_s0,UPDATE_COMPARISON-ORIGIN-0006-origin2,ORIGIN,34,34,34,1.0,1,18
gemma,INV_PAIR_NLL_s0,UPDATE_COMPARISON-ORIGIN-0006-origin3,ORIGIN,34,34,34,1.0,1,11
gemma,INV_PAIR_NLL_s0,UPDATE_COMPARISON-ORIGIN-0007-origin0,ORIGIN,34,34,33,0.9705882352941176,0,8
gemma,INV_PAIR_NLL_s0,UPDATE_COMPARISON-ORIGIN-0007-origin1,ORIGIN,34,34,33,0.9705882352941176,0,9
gemma,INV_PAIR_NLL_s0,UPDATE_COMPARISON-ORIGIN-0007-origin2,ORIGIN,34,34,34,1.0,1,15
gemma,INV_PAIR_NLL_s0,UPDATE_COMPARISON-ORIGIN-0007-origin3,ORIGIN,34,34,34,1.0,1,12
gemma,INV_PAIR_NLL_s0,UPDATE_COMPARISON-ORIGIN-0008-origin0,ORIGIN,34,34,33,0.9705882352941176,0,6
gemma,INV_PAIR_NLL_s0,UPDATE_COMPARISON-ORIGIN-0008-origin1,ORIGIN,34,34,32,0.9411764705882353,0,14
gemma,INV_PAIR_NLL_s0,UPDATE_COMPARISON-ORIGIN-0008-origin2,ORIGIN,34,34,33,0.9705882352941176,0,12
gemma,INV_PAIR_NLL_s0,UPDATE_COMPARISON-ORIGIN-0008-origin3,ORIGIN,34,34,33,0.9705882352941176,0,14
gemma,INV_PAIR_NLL_s0,UPDATE_COMPARISON-ORIGIN-0009-origin0,ORIGIN,34,34,32,0.9411764705882353,0,9
gemma,INV_PAIR_NLL_s0,UPDATE_COMPARISON-ORIGIN-0009-origin1,ORIGIN,34,34,31,0.9117647058823529,0,8
gemma,INV_PAIR_NLL_s0,UPDATE_COMPARISON-ORIGIN-0009-origin2,ORIGIN,34,34,32,0.9411764705882353,0,14
gemma,INV_PAIR_NLL_s0,UPDATE_COMPARISON-ORIGIN-0009-origin3,ORIGIN,34,34,31,0.9117647058823529,0,17
gemma,INV_PAIR_NLL_s0,UPDATE_COMPARISON-ORIGIN-0010-origin0,ORIGIN,34,34,33,0.9705882352941176,0,5
gemma,INV_PAIR_NLL_s0,UPDATE_COMPARISON-ORIGIN-0010-origin1,ORIGIN,34,34,33,0.9705882352941176,0,10
gemma,INV_PAIR_NLL_s0,UPDATE_COMPARISON-ORIGIN-0010-origin2,ORIGIN,34,34,31,0.9117647058823529,0,7
gemma,INV_PAIR_NLL_s0,UPDATE_COMPARISON-ORIGIN-0010-origin3,ORIGIN,34,34,30,0.8823529411764706,0,12
gemma,INV_PAIR_NLL_s0,UPDATE_COMPARISON-ORIGIN-0011-origin0,ORIGIN,34,34,34,1.0,1,8
